AREA_NM,PBLPRFR_ND_DSPY_GOODS_CD,PBLPRFR_ND_DSPY_GOODS_NM,PBLPRFR_ND_DSPY_GOODS_ADDR,PBLPRFR_ND_DSPY_GOODS_RNEWL_DE
"부산 부산진구",39882,[부산 부산진구] 세젤예展: 세상에서 제일 예쁜 나 ★전시,부산 부산진구 동천로 58,20200831
"부산 부산진구",46157,[부산 진구] 서면 마녀의 초대장 ★전시,부산 부산진구 동천로 58,20200831
"부산 중구",30486,[부산 중구] 트릭아이 미술관 입장권,부산 중구 동광동3가 44-1,20200831
"부산 해운대구",39768,[부산 해운대] 신카이마코토 展★전시,부산 해운대구 APEC로 55,20200831
"부산 해운대구",41718,[부산 해운대] 프랑스 현대미술 1960s,부산 해운대구 해운대해변로298번길 24,20200831
"서울 강남구",36088,[서울 강남] 전시 위대한낙서展 : OBEY THE MOVEMENT,서울 강남구 선릉로 807,20200831
"서울 강남구",36372,[서울 강남] K현대미술관 이상한나라의 괴짜들,서울 강남구 선릉로 807,20200831
"서울 강남구",37284,[서울 강남] 전시 위대한낙서展 : OBEY THE MOVEMENT : ★핫딜 특가,서울 강남구 선릉로 807,20200831
"서울 강남구",38898,[서울 강남] 마녀의 초대장★전시,서울 강남구 강남대로 346,20200831
"서울 강남구",39383,[서울 강남] 산타와 빈양말 : 어린이 뮤지컬,서울 강남구 영동대로 416,20200831
"서울 강남구",39891,[서울 강남] 피에르앤쥘 Pierre et Gilles ★전시,서울 강남구 선릉로 807,20200831
"서울 강남구",41690,[서울 강남] 러빙빈센트展 ★전시,서울 강남구 봉은사로 120,20200831
"서울 강남구",41725,[서울 강남] 러빙빈센트展 오픈특가 ★전시,서울 강남구 봉은사로 120,20200831
"서울 강남구",45763,[서울 강남] 오즈의 미술관展,서울 강남구 선릉로 807,20200831
"서울 강남구",45999,[서울 강남]  KISS : LOVE IS THE MOMENT 키스展 전시,서울 강남구 선릉로 807,20200831
"서울 강남구",46762,[서울 강남]  KISS : LOVE IS THE MOMENT 키스展 전시 핫딜★,서울 강남구 선릉로 807,20200831
"서울 강남구",47490,[서울 강남]  KISS : LOVE IS THE MOMENT 키스展 전시 ★특가,서울 강남구 선릉로 807,20200831
"서울 광진",43017,[서울 광진] 누보로망 삼국지 전시,,20200831
"서울 광진구",43060,[서울 광진] 본다빈치스퀘어 감성사진관★전시,서울 광진구 광나루로 441,20200831
"서울 노원구",39636,[서울 노원] 라면에 파송송 뮤지컬,서울 노원구 석계로7길 12-8,20200831
"서울 마포구",25,[서울 홍대] 러브뮤지엄 : 이색전시회,서울 마포구 홍익로3길 20,20200831
"서울 마포구",38492,[서울 마포] 연극 당신이주인공,서울 마포구 와우산로 117,20200831
"서울 마포구",39832,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극,서울 마포구 어울마당로 94-8,20200831
"서울 마포구",39861,[서울 마포] 까브라더쇼 : 홍대 코믹연극,서울 마포구 어울마당로 94-8,20200831
"서울 마포구",39890,[서울 마포] 연극 당신이주인공 12월★공연,서울 마포구 와우산로 117,20200831
"서울 마포구",39944,"[서울 마포] 송구영신 특집 홍대 연극 관객과의 전쟁, 쇼미더퍼니, 홍콩쇼★ 개그공연",서울 마포구 와우산로21길 29,20200831
"서울 마포구",40254,"[서울 마포] 서서농담★홍대 연극,공연",서울 마포구 잔다리로 31,20200831
"서울 마포구",40268,"[서울 마포] 개그 프로듀스 18 ★홍대 연극, 공연",서울 마포구 잔다리로 31,20200831
"서울 마포구",40363,"[서울 마포] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼★개그공연",서울 마포구 와우산로21길 29,20200831
"서울 마포구",41412,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극★공연,서울 마포구 어울마당로 94-8,20200831
"서울 마포구",41633,[서울 마포] 연극 당신이주인공 1월★공연,서울 마포구 와우산로 117,20200831
"서울 마포구",41821,"[서울 마포] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼 2월★개그공연",서울 마포구 와우산로21길 29,20200831
"서울 마포구",41944,"[서울 마포] 개그 프로듀스 18★홍대 연극, 공연",서울 마포구 잔다리로 31,20200831
"서울 마포구",41977,[서울 마포] 연극 당신이주인공 2월★공연,서울 마포구 와우산로 117,20200831
"서울 마포구",42896,"[서울 마포] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼★개그공연",서울 마포구 와우산로21길 29,20200831
"서울 마포구",42904,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극★공연,서울 마포구 어울마당로 94-8,20200831
"서울 마포구",43797,[서울 마포] 홍대연극 투깝쇼 ★개그공연,서울 마포구 잔다리로 31 제이디비 스퀘어 B1층,20200831
"서울 마포구",45007,[서울 마포] 개그연극 프로듀스 18 5월★공연,서울 마포구 잔다리로 31,20200831
"서울 마포구",45374,"[서울 마포] [여름특집] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼★개그공연 8월",서울 마포구 와우산로21길 29,20200831
"서울 마포구",46365,[서울 마포] 그놈은 예뻤다 : 홍대 개그연극★공연 8월,서울 마포구 어울마당로 94-8,20200831
"서울 서초구",41552,[서울 서초] 이매진 존레논展★전시,서울 서초구 남부순환로 2406,20200831
"서울 성동구",41966,[서울 성동] 르누아르 展 +슈가플래닛PKG ★전시,서울 성동구 서울숲2길 32-14,20200831
"서울 성동구",45313,[서울 성동] 좋은 꿈 꾸세요 ★전시,서울 성동구 아차산로 33,20200831
"서울 성동구",46993,[성수] 뚝섬미술관 파랑새展 : 1차 얼리버드 티켓,서울 성동구 아차산로 33,20200831
"서울 성동구",47154,[서울 성수] 뚝섬미술관 파랑새展 : 2차 얼리버드 티켓,서울 성동구 아차산로 33,20200831
"서울 성동구",47489,[서울 성수] 뚝섬미술관 파랑새展 : 전시 ★특가,서울 성동구 아차산로 33,20200831
"서울 성동구",47538,[서울 성수] 파랑새전 미술관 전시회,서울 성동구 아차산로 33,20200831
"서울 성동구",57193,[★야놀자특가] 뚝섬미술관 파랑새展,서울 성동구 아차산로 33,20200831
"서울 용산구",39376,[서울 용산] 반고흐&폴고갱 라이브 展★전시,서울 용산구 한강대로23길 55,20200831
"서울 용산구",41730,주노플로 STATUES KOREA TOUR - 서울★공연,서울 용산구 이태원로 246,20200831
"서울 용산구",49162,[서울 용산] N서울타워 전망대 +라이언치즈볼어드벤처 +헬로키티 전시관 PKG,서울 용산구 남산공원길 105,20200831
"서울 종로구",37344,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",37505,[서울 종로] 로맨틱코미디 연극 한뼘사이 9월,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",37551,[서울 종로] 로맨틱코미디 연극 한뼘사이 ★핫딜특가,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",37869,[서울 대학로]안나라수마나라 : 웹툰이 연극으로,서울 종로구 동숭길 74,20200831
"서울 종로구",37932,[서울 대학로] 연극 술래잡기,서울 종로구 대학로12길 50,20200831
"서울 종로구",37933,[서울 종로] 연극 조각,서울 종로구 대학로12길 50,20200831
"서울 종로구",37959,[서울 종로] 코믹 락뮤지컬 프리즌,서울 종로구 이화장길 58,20200831
"서울 종로구",38295,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",38300,[서울 종로] 명품코믹연극 죽여주는이야기,서울 종로구 이화장길 72,20200831
"서울 종로구",38821,[서울 종로] 국민연극 라이어 1탄,서울 종로구 대학로 144,20200831
"서울 종로구",38825,[서울 종로] 연극 작업의정석,서울 종로구 대학로10길 11,20200831
"서울 종로구",38842,[서울 종로] 뮤지컬 김종욱찾기,서울 종로구 대학로12길 73,20200831
"서울 종로구",38905,[서울 종로] 로맨틱코미디 연극 한뼘사이 ★핫딜특가,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",39296,[서울 종로] 연극 오 나의 귀신님,서울 종로구 낙산길 14,20200831
"서울 종로구",39367,[서울 종로]대학로 연극 운빨로맨스,서울 종로구 대학로10길 24,20200831
"서울 종로구",39440,[서울 종로] 연극 그녀를 믿지마세요,서울 종로구 대학로11길 23,20200831
"서울 종로구",39443,[서울 대학로] 연극 하트시그널,서울 종로구 대학로11길 23,20200831
"서울 종로구",39698,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",39712,[서울 종로] 연극 술래잡기 12월,서울 종로구 대학로12길 50,20200831
"서울 종로구",39731,[서울 종로] 연극 조각 12월,서울 종로구 대학로12길 50,20200831
"서울 종로구",39793,[서울 종로] 마녀정원 展 ★전시,서울 종로구 인사동길 44,20200831
"서울 종로구",39871,[서울 종로] 코믹 락뮤지컬 프리즌 12월,서울 종로구 이화장길 58,20200831
"서울 종로구",40006,[서울 종로] 옥탑방고양이 12월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",40011,[서울 종로] 영국에서 온 Made In 조선 :북한 그래픽 디자인 展★전시,서울 종로구 대학로 57,20200831
"서울 종로구",40016,[서울 종로] 극적인하룻밤★공연,서울 종로구 대학로10길 5,20200831
"서울 종로구",40294,[서울 종로] 대학로 라이어 1탄 1월★연극,서울 종로구 대학로 144,20200831
"서울 종로구",41494,[서울 종로] 연극 술래잡기★공연,서울 종로구 대학로12길 50,20200831
"서울 종로구",41499,[서울 종로] 옥탑방고양이 1월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",41503,[서울 종로] 극적인하룻밤★공연,서울 종로구 대학로10길 5,20200831
"서울 종로구",41531,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",41540,[서울 종로] 죽어야 사는 남자 1월★공연,서울 종로구 동숭길 74,20200831
"서울 종로구",41600,[서울 종로] 연극 조각 1월★공연,서울 종로구 대학로12길 50,20200831
"서울 종로구",41737,[서울 종로] AP사진전 빛이 남긴 감정 너를 다시 볼 수 있을까 ★전시,서울 종로구 세종대로 175,20200831
"서울 종로구",41795,[서울 대학로] 연극 하트시그널 1월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",41797,[서울 종로] 웰메이드 감성연극 최고의사랑★공연,서울 종로구 이화장길 58,20200831
"서울 종로구",41830,[서울 종로] 옥탑방고양이 2월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",41863,[서울 종로] 연극 그녀를 믿지마세요 2월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",41899,[서울 대학로] 연극 하트시그널 2월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",42061,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",42065,[서울 종로] 대학로 라이어 1탄 2월★연극,서울 종로구 대학로 144,20200831
"서울 종로구",42096,[서울 종로] 극적인하룻밤 2월★공연,서울 종로구 대학로10길 5,20200831
"서울 종로구",42658,[서울 종로] 웰메이드 감성연극 최고의사랑★공연,서울 종로구 이화장길 58,20200831
"서울 종로구",42659,[서울 대학로] 연극 하트시그널 3월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",42660,[서울 종로] 연극 그녀를 믿지마세요 3월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",42661,[서울 종로] 옥탑방고양이 3월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",43043,[서울 종로] 로맨틱코미디 연극 한뼘사이 3월★공연,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",43057,[서울 종로] 너의 목소리가 들려 : 속 보이는 초능력 로맨틱 코미디★공연,서울 종로구 동숭길 68,20200831
"서울 종로구",43690,[서울 종로] 로맨틱코미디 연극 한뼘사이 4월★공연,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",43704,[서울 종로] 옥탑방고양이 4월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",44634,[서울 종로] 로맨틱코미디 연극 한뼘사이 ★ 핫딜,서울 종로구 대명길 37,20200831
"서울 종로구",44968,[서울 종로] 대학로 라이어 1탄 5월 ★연극공연,서울 종로구 대학로 144,20200831
"서울 종로구",45119,[서울 종로] 로맨틱코미디 연극 한뼘사이 ★공연,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",45302,[서울 종로] 연극 그녀를 믿지마세요 5월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",45332,[서울 대학로] 연극 하트시그널 5월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",45340,[서울 종로] 옥탑방고양이 5월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",45390,[서울 종로] 로맨스연극 연애하기좋은날,서울 종로구 동숭길 47,20200831
"서울 종로구",45467,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 6월,서울 종로구 동숭길 68,20200831
"서울 종로구",45709,[서울 대학로] 연극 그녀를 믿지마세요,서울 종로구 대학로11길 23,20200831
"서울 종로구",45727,[서울 대학로] 연극 하트시그널 6월★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",45745,[서울 종로] 옥탑방고양이 6월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",45928,[서울 종로] 연극 나의 PS 파트너,서울 종로구 대학로8가길 30,20200831
"서울 종로구",45961,[서울 종로] 대학로 연극 달콤한 의뢰인,서울 종로구 대학로 132,20200831
"서울 종로구",46011,[서울 종로]대학로 연극 럭키,서울 종로구 동숭4길 16-3,20200831
"서울 종로구",46013,[서울 종로] 로맨틱코미디 연극 한뼘사이 7월 ★공연,서울 종로구 창경궁로 258-9,20200831
"서울 종로구",46023,[서울 종로] 로맨스연극 연애하기좋은날 7월,서울 종로구 동숭길 47,20200831
"서울 종로구",46076,"[서울 종로] The Flower hello,심쿵 展 : 이색전시회♥",서울 종로구 인사동길 44,20200831
"서울 종로구",46076,[서울 종로] The Flower hello심쿵전 이색전시회,서울 종로구 인사동길 44,20200831
"서울 종로구",46091,[서울 종로] 대학로 연극 그녀를 믿지마세요 7월,서울 종로구 대학로11길 23,20200831
"서울 종로구",46092,[서울 대학로] 연극 하트시그널 7월 ★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",46143,[서울 종로] 대학로 연극 오마이갓 7월,서울 종로구 동숭길 68,20200831
"서울 종로구",46145,[서울 종로] 로맨틱코미디 연극 한뼘사이 7월 ★핫딜★,서울 종로구 대명길 37,20200831
"서울 종로구",46151,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 7월,서울 종로구 동숭길 68,20200831
"서울 종로구",46307,[서울 종로] 대학로 연극 달콤한 의뢰인 8월,서울 종로구 대학로 132,20200831
"서울 종로구",46311,[서울 종로] 로맨스연극 연애하기좋은날 8월,서울 종로구 동숭길 47,20200831
"서울 종로구",46355,[서울 종로] 연극 나의 PS 파트너 8월,서울 종로구 대학로8가길 30,20200831
"서울 종로구",46362,[서울 종로] 대학로 8월 국민연극 라이어 1탄,서울 종로구 대학로 144,20200831
"서울 종로구",46370,[서울 종로] 대학로 연극 그녀를 믿지마세요 8월,서울 종로구 대학로11길 23,20200831
"서울 종로구",46375,[서울 대학로] 연극 하트시그널 8월 ★공연,서울 종로구 대학로11길 23,20200831
"서울 종로구",46378,[서울 종로] 옥탑방고양이 8월★공연,서울 종로구 대학로10길 24,20200831
"서울 종로구",46458,[서울 종로] 로맨틱코미디 연극 한뼘사이 8월 ★공연,서울 종로구 대명길 37,20200831
"서울 종로구",46465,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 8월,서울 종로구 동숭길 68,20200831
"서울 종로구",46493,[서울 종로] 대학로 연극 오마이갓 8월,서울 종로구 동숭길 68,20200831
"서울 종로구",46804,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 9월,서울 종로구 동숭길 68,20200831
"서울 종로구",46805,[서울 종로] 대학로 연극 오마이갓 9월,서울 종로구 동숭길 68,20200831
"서울 종로구",46852,[서울 종로] 대학로 9월 국민연극 라이어 1탄,서울 종로구 대학로 144,20200831
"서울 종로구",47119,[서울 종로] 대학로 연극 오마이갓 10월,서울 종로구 동숭길 39,20200831
"서울 종로구",47124,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 10월,서울 종로구 동숭길 68,20200831
"서울 종로구",52974,"[서울 종로] The Flower hello,심쿵 展 : 이색전시회 야놀자 특가",서울 종로구 인사동길 44,20200831
"서울 종로구",55652,"[서울 종로] The Flower hello,심쿵 展 : 이색전시회 야놀자 특가★",서울 종로구 인사동길 44,20200831
"서울 종로구",57188,"[★야놀자특가] The Flower hello,심쿵 展 : 이색전시회",서울 종로구 인사동길 44,20200831
"서울 중구",37724,[서울 중구] 뮤지컬 판타스틱,서울 중구 통일로 120,20200831
"서울 중구",39874,[서울 동대문] 라뜰리에 12월★전시,서울 중구 장충단로13길 20,20200831
"서울 중구",41413,[서울 동대문] 라뜰리에 1월★전시,서울 중구 장충단로13길 20,20200831
"서울 중구",42347,[서울 중구] 뮤지컬 판타스틱,서울 중구 통일로 120,20200831
"서울 중구",43263,[서울 중구] 뮤지컬 판타스틱 핫딜★공연,서울 중구 통일로 120,20200831
"서울 중구",46094,[서울 중구] 뮤지컬 판타스틱 ★공연,서울 중구 통일로 120,20200831
"서울 중구",49206,[서울 중구] 라뜰리에 : 이색전시,서울 중구 장충단로13길 20,20200831
"서울특별시 성동구",45651,[서울 성동] 빨강머리앤 : 전시회,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20200831
"서울특별시 성동구",51458,[서울 성동] 빨강머리앤 : 전시회,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20200831
"서울특별시 성동구",52303,[서울 성동] 빨강머리앤 : 전시회 3월,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20200831
"울산 동구",41691,[울산 동구] THE GREAT GRAFFITI : 위대한 낙서展 ★전시,울산 동구 명덕로 10,20200831
"전남 여수시",46876,[전남 여수] 예술랜드 : 이색전시,전남 여수시 돌산읍 무술목길 142-1,20200831
"전북 전주시",46621,[전북 전주] 전북투어패스 한옥마을권+연극관람,전북 전주시 완산구 태조로 44,20200831
"제주특별자치도 서귀포시",37745,[제주 서귀포] 이상한나라의앨리스 : 이색체험전시,제주특별자치도 서귀포시 안덕면 중산간서로 1881,20200831
"제주특별자치도 서귀포시",37877,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20200831
"제주특별자치도 서귀포시",37878,[제주 안덕] 피규어뮤지엄 : 이색전시,제주특별자치도 서귀포시 안덕면 한창로 243,20200831
"제주특별자치도 서귀포시",38140,[제주 서귀포] 소인국 테마파크 & 앨리스인투더레빗홀 전시 입장권,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20200831
"제주특별자치도 서귀포시",38537,[제주 서귀포] 토이파크 : 이색전시,제주특별자치도 서귀포시 안덕면 동광로 267-7,20200831
"제주특별자치도 서귀포시",43349,[제주 서귀포] 토이파크+퍼시픽랜드공연,제주특별자치도 서귀포시 안덕면 동광로 267-7,20200831
"제주특별자치도 서귀포시",44849,[제주 안덕] 오설록  티뮤지엄 : 이색전시,제주특별자치도 서귀포시 안덕면 신화역사로 15,20200831
"제주특별자치도 서귀포시",45898,[제주 서귀포] 제주민속촌+에코랜드 : 이색전시체험,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20200831
"제주특별자치도 서귀포시",46275,[제주 서귀포] 제주 항공우주박물관+소인국+앨리스전시회,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20200831
"제주특별자치도 서귀포시",46331,[제주 서귀포] 항공우주박물관+불빛정원 : 이색전시,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20200831
"제주특별자치도 서귀포시",47127,[제주] 포레스트판타지아 조각공원 : 이색전시,제주특별자치도 서귀포시 안덕면 일주서로 1836,20200831
"제주특별자치도 서귀포시",52336,[제주 표선] 제주 아리랑 혼 공연,제주특별자치도 서귀포시 표선면 번영로 2564-21,20200831
"제주특별자치도 서귀포시",52517,[제주 표선] 제주 아리랑 혼 공연+근처가볼래,제주특별자치도 서귀포시 표선면 번영로 2564-21,20200831
"제주특별자치도 서귀포시",52521,[제주 표선] 제주 아리랑 혼 공연+키즈가볼래,제주특별자치도 서귀포시 표선면 번영로 2564-21,20200831
"제주특별자치도 제주시",36160,[제주 제주시] 제주 난타공연,제주특별자치도 제주시 선돌목동길 56-26,20200831
"제주특별자치도 제주시",36223,[제주 애월] 다인리조트 라이브가든 : 이색공연식사,제주특별자치도 제주시 애월읍 애월해안로 400-9,20200831
"제주특별자치도 제주시",37605,[제주 구좌] 로봇스퀘어 : 이색전시체험관,제주특별자치도 제주시 구좌읍 해맞이해안로 1032,20200831
"제주특별자치도 제주시",37874,[제주 제주시] 러브랜드 : 이색전시,제주특별자치도 제주시 1100로 2894-72,20200831
"제주특별자치도 제주시",42047,[제주 제주시] 난타공연 : 이색공연,제주특별자치도 제주시 선돌목동길 56-26,20200831
"제주특별자치도 제주시",46945,[제주 구좌] 워터서커스 스카이워터쇼 : 이색공연,제주특별자치도 제주시 구좌읍 번영로 2172-80,20200831
"제주특별자치도 제주시",47207,[제주 구좌] 스카이워터쇼 여기가볼래 : 이색공연,제주특별자치도 제주시 구좌읍 번영로 2172-80,20200831
