AREA_NM,PBLPRFR_ND_DSPY_GOODS_CD,PBLPRFR_ND_DSPY_GOODS_NM,PBLPRFR_ND_DSPY_GOODS_ADDR,PBLPRFR_ND_DSPY_GOODS_RNEWL_DE
서울 종로구,46370,[서울 종로] 대학로 연극 그녀를 믿지마세요 8월,서울 종로구 대학로11길 23,20210330
서울 종로구,46375,[서울 대학로] 연극 하트시그널 8월 ★공연,서울 종로구 대학로11길 23,20210330
서울 종로구,46378,[서울 종로] 옥탑방고양이 8월★공연,서울 종로구 대학로10길 24,20210330
서울 종로구,46458,[서울 종로] 로맨틱코미디 연극 한뼘사이 8월 ★공연,서울 종로구 대명길 37,20210330
서울 종로구,46465,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 8월,서울 종로구 동숭길 68,20210330
서울 종로구,46488,[서울 종로] 대학로 너의 목소리가 들려 8월,서울 종로구 동숭길 39,20210330
서울 종로구,46493,[서울 종로] 대학로 연극 오마이갓 8월,서울 종로구 동숭길 68,20210330
서울 종로구,46721,"[서울 종로] 인사동 Hello,심쿵 展 The Flower : hello,심쿵 展 1+1 기획전★",서울 종로구 인사동길 44,20210330
서울 종로구,46802,[서울 종로] 대학로 너의 목소리가 들려 9월,서울 종로구 동숭길 39,20210330
서울 종로구,46804,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 9월,서울 종로구 동숭길 68,20210330
서울 종로구,46805,[서울 종로] 대학로 연극 오마이갓 9월,서울 종로구 동숭길 68,20210330
서울 종로구,46852,[서울 종로] 대학로 9월 국민연극 라이어 1탄,서울 종로구 대학로 144,20210330
서울 종로구,47119,[서울 종로] 대학로 연극 오마이갓 10월,서울 종로구 동숭길 39,20210330
서울 종로구,47120,[서울 종로] 대학로 너의 목소리가 들려 10월,서울 종로구 동숭길 39,20210330
서울 종로구,47124,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 10월,서울 종로구 동숭길 68,20210330
서울 종로구,51864,[서울 종로] 메이크브릭 안녕인사동점,서울 종로구 인사동길 49,20210330
서울 종로구,52974,"[서울 종로] The Flower hello,심쿵 展 : 이색전시회 야놀자 특가",서울 종로구 인사동길 44,20210330
서울 종로구,55652,"[서울 종로] The Flower hello,심쿵 展 : 이색전시회 야놀자 특가★",서울 종로구 인사동길 44,20210330
서울 종로구,57188,"[★야놀자특가] The Flower hello,심쿵 展 : 이색전시회",서울 종로구 인사동길 44,20210330
서울 종로구,62410,"[빼빼로위크★] The Flower hello,심쿵전 1+1특가",서울 종로구 인사동길 44,20210330
서울 중구,30330,[서울 을지로] 그레뱅뮤지엄 입장권 패키지,서울 중구 을지로 23,20210330
서울 중구,39203,[서울 동대문] 라뜰리에 11월,서울 중구 장충단로13길 20,20210330
서울 중구,39562,[서울 중구] 남산골 sunshine 미션투어,서울 중구 퇴계로34길 28,20210330
서울 중구,39874,[서울 동대문] 라뜰리에 12월★전시,서울 중구 장충단로13길 20,20210330
서울 중구,41413,[서울 동대문] 라뜰리에 1월★전시,서울 중구 장충단로13길 20,20210330
서울 중구,42347,[서울 중구] 뮤지컬 판타스틱,서울 중구 통일로 120,20210330
서울 중구,42530,[서울 을지로] 그레뱅뮤지엄 입장권 패키지,서울 중구 을지로 23,20210330
서울 중구,43263,[서울 중구] 뮤지컬 판타스틱 핫딜★공연,서울 중구 통일로 120,20210330
서울 중구,44748,[서울 마포] 한국자전거나라와 함께하는 덕수궁야경투어,서울 중구 태평로2가 353-1,20210330
서울 중구,45046,[서울] 라뜰리에 2인 입장권★1+1초특가,서울 중구 장충단로13길 20,20210330
서울 중구,45260,[마포] 덕수궁 야경투어 2인권★1+1초특가,서울 중구 태평로2가 353-1,20210330
서울 중구,45344,[서울 중구] 라뜰리에 5월,서울 중구 장충단로13길 20,20210330
서울 중구,45464,[서울]덕수궁 야경투어★1+1초특가,서울 중구 태평로2가 353-1,20210330
서울 중구,45939,[서울 중구] 라뜰리에 6월,서울 중구 장충단로13길 20,20210330
서울 중구,46087,[서울 중구] 라뜰리에 6월,서울 중구 장충단로13길 20,20210330
서울 중구,46094,[서울 중구] 뮤지컬 판타스틱 ★공연,서울 중구 통일로 120,20210330
서울 중구,47206,[서울] 서울관광패스 : 투어패스,서울 중구 삼일대로 340,20210330
서울 중구,47939,[서울 중구] 동대문 라뜰리에 11월,서울 중구 장충단로13길 20,20210330
서울 중구,49206,[서울 중구] 라뜰리에 : 이색전시,서울 중구 장충단로13길 20,20210330
서울 중구,50301,[서울 중구] 동대문 라뜰리에,서울 중구 장충단로13길 20,20210330
서울 중구,51403,[서울 중구] 동대문 라뜰리에_2월★,서울 중구 장충단로13길 20,20210330
서울 중구,51466,[1+1특가]★ 동대문 라뜰리에 2인권★특가,서울 중구 장충단로13길 20,20210330
서울 중구,52287,[서울 중구] 동대문 라뜰리에 _3월,서울 중구 장충단로13길 20,20210330
서울 중구,52544,[특가★] 동대문 라뜰리에 커플권,서울 중구 장충단로13길 20,20210330
서울 중구,53237,[특가★] 동대문 라뜰리에 커플권 1+1,서울 중구 장충단로13길 20,20210330
서울 중구,53574,[서울 중구] 동대문 라뜰리에 _4월,서울 중구 장충단로13길 20,20210330
서울특별시 성동구,45651,[서울 성동] 빨강머리앤 : 전시회,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20210330
서울특별시 성동구,46788,[서울 성동] 내 이름은 빨강머리 앤 야놀자 특가 ★,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20210330
서울특별시 성동구,51458,[서울 성동] 빨강머리앤 : 전시회,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20210330
서울특별시 성동구,52303,[서울 성동] 빨강머리앤 : 전시회 3월,"서울특별시 성동구 서울숲2길 32-14, 갤러리아포레 B1 MMM",20210330
울산 동구,41691,[울산 동구] THE GREAT GRAFFITI : 위대한 낙서展 ★전시,울산 동구 명덕로 10,20210330
인천 부평구,46463,[인천 부평] 인생네컷 부평점,인천 부평구 부평문화로66번길 21,20210330
전남 여수시,42028,[전남 여수] 여수 테디베어 뮤지엄,전남 여수시 박람회길 1,20210330
전남 여수시,42136,[전남 여수] 여수 엑스포 기념관,전남 여수시 박람회길 1,20210330
전남 여수시,46876,[전남 여수] 예술랜드 : 이색전시,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,55966,[전남 여수] 판타지아드림 서커스,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,59808,[전남 여수] 판타지아드림 서커스,전남 여수시 돌산읍 무술목길 139,20210330
전남 여수시,60863,[여수] 여수예술랜드 미디어아트 / 조각공원 / 트릭아트,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,61882,[할로윈특가★] 전남 여수예술랜드 테마파크,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,62126,[전남 여수] 여수 테디베어 뮤지엄,전남 여수시 박람회길 1,20210330
전남 여수시,62161,[★선착순특가★] 여수 예술랜드 리조트 바우처 특가,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,62368,[전남 여수] 여수테디베어 + 아쿠아플라넷 여수 PKG,전남 여수시 박람회길 1,20210330
전남 여수시,62371,[전남 여수] 여수 테디베어 + 여수 해상케이블카 PKG,전남 여수시 박람회길 1,20210330
전남 여수시,62411,[전남 여수] 테디베어 뮤지엄+여수지역PKG,전남 여수시 박람회길 1,20210330
전남 여수시,62680,[전남 여수] 판타지아드림 서커스,전남 여수시 돌산읍 무술목길 139,20210330
전남 여수시,62700,[전남 여수] 판타지아드림 + 미남크루즈 패키지,전남 여수시 돌산읍 무술목길 139,20210330
전남 여수시,63949,[여수] 여수예술랜드 리조트 ★단독특가,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,64509,[여수] 여수예술랜드 리조트 ★단독특가,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,65111,[전남 여수] 여수테디베어 + 아쿠아플라넷 여수 PKG,전남 여수시 박람회길 1,20210330
전남 여수시,65542,[★봄나들이] 여수 예술랜드,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,65547,[★봄나들이] 여수예술랜드 리조트 ★단독특가,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,66599,[★특가] [여수] 여수예술랜드 미디어아트 / 조각공원 / 트릭아트,전남 여수시 돌산읍 무술목길 142-1,20210330
전남 여수시,66605,[특가★][전남 여수] 판타지아드림 서커스,전남 여수시 돌산읍 무술목길 139,20210330
전북 군산시,50767,[전북 군산] 테디베어 박물관,전북 군산시 구영7길 37,20210330
전북 전주시,45396,[전북 전주] 한옥마을 전주난장,전북 전주시 완산구 은행로 13,20210330
전북 전주시,60368,[전북 전주] 전주난장 추억의 7080 테마공원,전북 전주시 완산구 은행로 13,20210330
제주특별자치도 서귀포시,32764,[제주 안덕] 피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 상창리 1875-8,20210330
제주특별자치도 서귀포시,32771,[제주 서귀포] 믿거나말거나 박물관,제주특별자치도 서귀포시 중문관광로110번길 32,20210330
제주특별자치도 서귀포시,32773,[제주 중문] 플레이케이팝 박물관,제주특별자치도 서귀포시 중문관광로110번길 15,20210330
제주특별자치도 서귀포시,32782,[제주 서귀포] 아프리카 박물관,제주특별자치도 서귀포시 대포동 1833,20210330
제주특별자치도 서귀포시,32792,[제주 대정] 초콜릿박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,20210330
제주특별자치도 서귀포시,32799,[제주 안덕] 세계자동차 박물관 + 음료증정,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,32802,[제주 표선] 민속촌 : 제주의 전통 체험,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20210330
제주특별자치도 서귀포시,32805,[제주 서귀포] 테디베어 뮤지엄 : 이색박물관,제주특별자치도 서귀포시 중문관광로110번길 31,20210330
제주특별자치도 서귀포시,32806,[제주 중문] 퍼시픽랜드,제주특별자치도 서귀포시 중문관광로 154-17,20210330
제주특별자치도 서귀포시,32808,[제주 안덕] 항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218,20210330
제주특별자치도 서귀포시,32828,[제주 안덕] 건강과 성 박물관,제주특별자치도 서귀포시 안덕면 감산리 1736,20210330
제주특별자치도 서귀포시,32852,[제주 성산] 공룡휴게소박물관,제주특별자치도 서귀포시 성산읍 난산로 293,20210330
제주특별자치도 서귀포시,32878,[제주 표선] 세계술박물관 : 이색박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431,20210330
제주특별자치도 서귀포시,36163,[제주 서귀포시] 망고레이 송악산점,제주특별자치도 서귀포시 대정읍 형제해안로 316,20210330
제주특별자치도 서귀포시,36166,[제주 서귀포] 베이힐풀빌라 나니아레스토랑,제주특별자치도 서귀포시 예래로 424,20210330
제주특별자치도 서귀포시,36170,[제주 서귀포] 서귀포 KAL호텔 살레뷔페,제주특별자치도 서귀포시 칠십리로 242,20210330
제주특별자치도 서귀포시,36242,[제주 서귀포시] 이디BBQ 해비치호텔앤드리조트,제주특별자치도 서귀포시 표선면 민속해안로 537,20210330
제주특별자치도 서귀포시,36244,[제주 서귀포시] 중문국제컨벤션센터 델리지아 뷔페,제주특별자치도 서귀포시 중문관광로 224,20210330
제주특별자치도 서귀포시,36268,[제주 서귀포시] 마린파크,제주특별자치도 서귀포시 안덕면 서광리 825,20210330
제주특별자치도 서귀포시,36466,[제주 서귀포시] 해양동물박물관 : 이색동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,20210330
제주특별자치도 서귀포시,37161,[제주 안덕] 본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,20210330
제주특별자치도 서귀포시,37743,[제주 서귀포] 공룡휴게소박물관,제주특별자치도 서귀포시 성산읍 난산로 293,20210330
제주특별자치도 서귀포시,37745,[제주 서귀포] 이상한나라의앨리스 : 이색체험전시,제주특별자치도 서귀포시 안덕면 중산간서로 1881,20210330
제주특별자치도 서귀포시,37875,[제주 안덕] 항공우주박물관 : 이색박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218,20210330
제주특별자치도 서귀포시,37877,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,37878,[제주 안덕] 피규어뮤지엄 : 이색전시,제주특별자치도 서귀포시 안덕면 한창로 243,20210330
제주특별자치도 서귀포시,38500,[제주 서귀포] 앨리스 : 인투더레빗홀,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20210330
제주특별자치도 서귀포시,38537,[제주 서귀포] 토이파크 : 이색전시,제주특별자치도 서귀포시 안덕면 동광로 267-7,20210330
제주특별자치도 서귀포시,39086,[제주 성산] 블루마운틴 : 커피랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4255,20210330
제주특별자치도 서귀포시,40183,[제주 안덕] 바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,20210330
제주특별자치도 서귀포시,42192,[제주 서귀포] 다이나믹 메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,20210330
제주특별자치도 서귀포시,42670,[제주 서귀포] 세계자동차&피아노박물관+항공우주박물관,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,42671,[제주 서귀포] 세계자동차 박물관+유리의성,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,43349,[제주 서귀포] 토이파크+퍼시픽랜드공연,제주특별자치도 서귀포시 안덕면 동광로 267-7,20210330
제주특별자치도 서귀포시,43350,[제주 서귀포] 토이파크+세계자동차박물관,제주특별자치도 서귀포시 안덕면 동광로 267-7,20210330
제주특별자치도 서귀포시,43700,[제주 서귀포] 점보빌리지 + 베스트관광지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,20210330
제주특별자치도 서귀포시,43714,[제주 서귀포] 점보빌리지 + 주변관광지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,20210330
제주특별자치도 서귀포시,43734,[제주 서귀포] 점보빌리지 + 체험 관광지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,20210330
제주특별자치도 서귀포시,43749,[제주 서귀포] 점보빌리지 + 키즈관광지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,20210330
제주특별자치도 서귀포시,44155,[제주 서귀포] 마린스테이지+항공우주박물관,제주특별자치도 서귀포시 중문관광로 154-17,20210330
제주특별자치도 서귀포시,44245,[제주 서귀포] 세계자동차&피아노박물관 + 포레스트 사파리,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,44703,[제주 서귀포] 피규어뮤지엄+공룡랜드(키덜트),제주특별자치도 서귀포시 안덕면 한창로 243,20210330
제주특별자치도 서귀포시,44727,[제주 서귀포] 아프리카 박물관,제주특별자치도 서귀포시 이어도로 49,20210330
제주특별자치도 서귀포시,44849,[제주 안덕] 오설록  티뮤지엄 : 이색전시,제주특별자치도 서귀포시 안덕면 신화역사로 15,20210330
제주특별자치도 서귀포시,45317,[제주 서귀포] 세계자동차&피아노박물관 여기가볼래,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,45859,[제주 서귀포] 믿거나말거나 박물관,제주특별자치도 서귀포시 중문관광로110번길 32,20210330
제주특별자치도 서귀포시,45887,[제주 서귀포] 상효원+세계자동차&피아노박물관,제주특별자치도 서귀포시 산록남로 2847-37,20210330
제주특별자치도 서귀포시,45896,[제주 서귀포] 제주민속촌+휴애리,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20210330
제주특별자치도 서귀포시,45898,[제주 서귀포] 제주민속촌+에코랜드 : 이색전시체험,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20210330
제주특별자치도 서귀포시,45906,[제주 서귀포] 제주민속촌+코코몽에코파크,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20210330
제주특별자치도 서귀포시,45909,[제주 서귀포] 제주민속촌+서프라이즈테마파크 : 이색테마파크,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20210330
제주특별자치도 서귀포시,45929,[제주 서귀포] 믿거나말거나 박물관+에코랜드,제주특별자치도 서귀포시 중문관광로110번길 32,20210330
제주특별자치도 서귀포시,46147,[제주 서귀포] 번개과학체험관 추석온라인특가★,제주특별자치도 서귀포시 토평공단로 78-27,20210330
제주특별자치도 서귀포시,46227,[제주 서귀포] 제주민속촌 여기가볼래 : 이색체험,제주특별자치도 서귀포시 표선면 민속해안로 631-34,20210330
제주특별자치도 서귀포시,46253,[제주 서귀포] 번개과학체험관+휴애리,제주특별자치도 서귀포시 토평공단로 78-27,20210330
제주특별자치도 서귀포시,46254,[제주 서귀포] 번개과학체험관+헬로키티아일랜드,제주특별자치도 서귀포시 토평공단로 78-27,20210330
제주특별자치도 서귀포시,46255,[제주 서귀포] 번개과학체험관+마린스테이지,제주특별자치도 서귀포시 토평공단로 78-27,20210330
제주특별자치도 서귀포시,46257,[제주 서귀포] 번개과학체험관+에코랜드,제주특별자치도 서귀포시 토평공단로 78-27,20210330
제주특별자치도 서귀포시,46258,[제주 서귀포] 번개과학체험관+불빛정원,제주특별자치도 서귀포시 토평공단로 78-27,20210330
제주특별자치도 서귀포시,46275,[제주 서귀포] 제주 항공우주박물관+소인국+앨리스전시회,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20210330
제주특별자치도 서귀포시,46329,[제주 서귀포] 제주 항공우주박물관+믿거나말거나박물관,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20210330
제주특별자치도 서귀포시,46331,[제주 서귀포] 항공우주박물관+불빛정원 : 이색전시,제주특별자치도 서귀포시 안덕면 중산간서로 1878,20210330
제주특별자치도 서귀포시,46338,[제주 서귀포] 제주 항공우주박물관+코코몽에코파크,제주특별자치도 서귀포시 안덕면 녹차분재로 218,20210330
제주특별자치도 서귀포시,46764,[제주 서귀포] 항공우주박물관 여기가볼래 : 이색박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218,20210330
제주특별자치도 서귀포시,47127,[제주] 포레스트판타지아 조각공원 : 이색전시,제주특별자치도 서귀포시 안덕면 일주서로 1836,20210330
제주특별자치도 서귀포시,50007,[제주 서귀포] 뽀로로&타요테마파크+에코랜드,제주특별자치도 서귀포시 안덕면 병악로 269,20210330
제주특별자치도 서귀포시,50012,[제주 서귀포] 뽀로로&타요테마파크+서귀포잠수함,제주특별자치도 서귀포시 안덕면 병악로 269,20210330
제주특별자치도 서귀포시,50014,[제주 서귀포] 뽀로로&타요테마파크+마린스테이지,제주특별자치도 서귀포시 안덕면 병악로 269,20210330
제주특별자치도 서귀포시,50255,[제주 서귀포] 제주 뽀로로테마파크,제주특별자치도 서귀포시 안덕면 병악로 269,20210330
제주특별자치도 서귀포시,51152,[제주 서귀포] 초콜릿 박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,20210330
제주특별자치도 서귀포시,52336,[제주 표선] 제주 아리랑 혼 공연,제주특별자치도 서귀포시 표선면 번영로 2564-21,20210330
제주특별자치도 서귀포시,52517,[제주 표선] 제주 아리랑 혼 공연+근처가볼래,제주특별자치도 서귀포시 표선면 번영로 2564-21,20210330
제주특별자치도 서귀포시,52521,[제주 표선] 제주 아리랑 혼 공연+키즈가볼래,제주특별자치도 서귀포시 표선면 번영로 2564-21,20210330
제주특별자치도 서귀포시,60113,[제주 안덕] 이니스프리 제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,20210330
제주특별자치도 서귀포시,61354,[제주 서귀포] 망고 스튜디오,제주특별자치도 서귀포시 하신상로 358,20210330
제주특별자치도 서귀포시,61876,[제주 동부] 제주 오름 도슨트 체험 - 따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 63,20210330
제주특별자치도 서귀포시,62110,[제주 안덕] 본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,20210330
제주특별자치도 서귀포시,62118,[제주 안덕] 피규어뮤지엄 : 이색전시,제주특별자치도 서귀포시 안덕면 한창로 243,20210330
제주특별자치도 서귀포시,62122,[제주 안덕] 항공우주박물관 : 이색박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218,20210330
제주특별자치도 서귀포시,62131,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회,제주특별자치도 서귀포시 안덕면 중산간서로 1610,20210330
제주특별자치도 서귀포시,62353,[제주 서귀포] 건강과 성 박물관,제주특별자치도 서귀포시 안덕면 감산리 1736,20210330
제주특별자치도 서귀포시,62377,[제주 서귀포] 토이파크 : 이색전시,제주특별자치도 서귀포시 안덕면 동광로 267-7,20210330
제주특별자치도 서귀포시,62389,[제주 서귀포] 아프리카 박물관,제주특별자치도 서귀포시 이어도로 49,20210330
제주특별자치도 서귀포시,65321,[제주] 제주 해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,20210330
제주특별자치도 서귀포시,66008,[제주 서귀포] 그대나의뮤즈,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,20210330
제주특별자치도 서귀포시,66012,[제주] 수목원길 본초족욕,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,20210330
제주특별자치도 서귀포시,66387,[★놀거리특가] 제주 그대나의뮤즈 특가,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,20210330
제주특별자치도 제주시,32765,[제주 구좌] 워터서커스,제주특별자치도 제주시 구좌읍 송당리 2764-1,20210330
제주특별자치도 제주시,32768,[제주 구좌] 석예원 천연족욕테라피,제주특별자치도 제주시 구좌읍 동백로 458,20210330
제주특별자치도 제주시,32784,[제주 제주시] 넥슨컴퓨터박물관,제주특별자치도 제주시 1100로 3198-8,20210330
제주특별자치도 제주시,32911,[제주 제주시] 유리박물관 : 이색박물관,제주특별자치도 제주시 청사로 26,20210330
제주특별자치도 제주시,36160,[제주 제주시] 제주 난타공연,제주특별자치도 제주시 선돌목동길 56-26,20210330
제주특별자치도 제주시,36223,[제주 애월] 다인리조트 라이브가든 : 이색공연식사,제주특별자치도 제주시 애월읍 애월해안로 400-9,20210330
제주특별자치도 제주시,37143,[제주 애월] 고스트타운 : 이색테마파크,제주특별자치도 제주시 애월읍 부룡수길 35-14,20210330
제주특별자치도 제주시,37605,[제주 구좌] 로봇스퀘어 : 이색전시체험관,제주특별자치도 제주시 구좌읍 해맞이해안로 1032,20210330
제주특별자치도 제주시,37874,[제주 제주시] 러브랜드 : 이색전시,제주특별자치도 제주시 1100로 2894-72,20210330
제주특별자치도 제주시,37885,[제주 제주시] 넥슨컴퓨터박물관 : 이색박물관,제주특별자치도 제주시 1100로 3198-8,20210330
제주특별자치도 제주시,39359,[제주 구좌] 한울랜드 : 이색박물관,제주특별자치도 제주시 구좌읍 동백로 458,20210330
제주특별자치도 제주시,39466,[제주 조천] 에코랜드+항공우주박물관,제주특별자치도 제주시 조천읍 번영로 1278-169,20210330
제주특별자치도 제주시,39525,[제주] 러브랜드+휴애리,제주특별자치도 제주시 1100로 2894-72,20210330
제주특별자치도 제주시,42047,[제주 제주시] 난타공연 : 이색공연,제주특별자치도 제주시 선돌목동길 56-26,20210330
제주특별자치도 제주시,45980,[제주 서귀포] 서프라이즈테마파크 + 세계자동차&피아노박물관,제주특별자치도 제주시 조천읍 남조로 2243,20210330
제주특별자치도 제주시,46525,[제주 제주시] 넥슨컴퓨터박물관+항공우주박물관 : 이색박물관,제주특별자치도 제주시 1100로 3198-8,20210330
제주특별자치도 제주시,46614,[제주 제주시] 넥슨컴퓨터박물관+믿거나말거나박물관,제주특별자치도 제주시 1100로 3198-8,20210330
제주특별자치도 제주시,46615,[제주 제주시] 넥슨컴퓨터박물관 + 세계자동차&피아노박물관 : 이색체험,제주특별자치도 제주시 1100로 3198-8,20210330
제주특별자치도 제주시,46934,[제주 구좌] 스카이워터쇼+휴애리,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,46936,[제주 구좌] 스카이워터쇼+서귀포잠수함,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,46945,[제주 구좌] 워터서커스 스카이워터쇼 : 이색공연,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,47135,[제구 구좌] 스카이워터쇼+코코몽에코파크,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,47139,[제구 구좌] 스카이워터쇼+불빛정원 : 이색관람,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,47143,[제구 구좌] 스카이워터쇼+메이즈랜드,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,47170,[제주 구좌] 스카이워터쇼+다이나믹메이즈,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,47207,[제주 구좌] 스카이워터쇼 여기가볼래 : 이색공연,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,58356,[★제주특가] 서귀포 스카이워터쇼,제주특별자치도 제주시 구좌읍 번영로 2172-80,20210330
제주특별자치도 제주시,60845,[제주 애월] 아르떼뮤지엄,제주특별자치도 제주시 애월읍 어림비로 478,20210330
제주특별자치도 제주시,61872,[제주] 제주 오름 도슨트 체험 - 왕이메오름,제주특별자치도 제주시 신대로 53,20210330
제주특별자치도 제주시,61875,[제주] 제주 오름 도슨트 체험 - 금오름,제주특별자치도 제주시 신대로 53,20210330
제주특별자치도 제주시,61877,제주 오름 도슨트 체험 - 다랑쉬오름,제주특별자치도 제주시 신대로 53,20210330
제주특별자치도 제주시,62094,[제주 제주시] 러브랜드 : 이색전시,제주특별자치도 제주시 1100로 2894-72,20210330
제주특별자치도 제주시,65318,[제주 한림] 놀라운 트릭아이미술관,제주특별자치도 제주시 한림읍 광산로 942,20210330
제주특별자치도 제주시,65319,[제주] 그리스신화 박물관,제주특별자치도 제주시 한림읍 광산로 942,20210330
제주특별자치도 제주시,66004,[제주] 아이스뮤지엄3D착시+5D영상+플레이박스VR,제주특별자치도 제주시 은수길 69,20210330
제주특별자치도 제주시,66018,[제주] 아이스뮤지엄3D착시아트+초콜릿만들기체험,제주특별자치도 제주시 은수길 69,20210330
제주특별자치도 제주시,66019,[제주] 아이스뮤지엄 3D착시아트+5D영상관,제주특별자치도 제주시 은수길 69,20210330
제주특별자치도 제주시,66197,[제주 서귀포] 유리박물관 : 이색 박물관,제주특별자치도 제주시 한경면 노을해안로 1167,20210330
제주특별자치도 제주시,66228,[제주 애월] 아르떼뮤지엄 특가,제주특별자치도 제주시 애월읍 어림비로 478,20210330
충남 당진시,30045,[충남 당진] 월드아트서커스,충남 당진시 신평면 운정리 165-5,20210330
충남 당진시,42880,[충남 당진] 월드아트서커스,충남 당진시 신평면 삽교천길 90-16,20210330
충남 당진시,56311,[충남 당진] 월드아트서커스,충남 당진시 신평면 삽교천길 90-16,20210330
충남 당진시,64627,[충남 당진] 월드아트마술쇼,충남 당진시 신평면 삽교천길 90-16,20210330
충남 홍성군,28222,[충남 홍성] 조류탐사과학관 + 4D영상체험,충남 홍성군 서부면 남당항로 934-14,20210330
충북 단양군,744,"[충북 단양] 천동동굴 : 석회동굴, 단양명소",충북 단양군 단양읍 천동리 산 17-1,20210330
충북 단양군,42429,[충북 단양] 온달관광지,충북 단양군 영춘면 온달로 23,20210330
충북 단양군,64125,[충북 단양] 천동동굴,충북 단양군 단양읍 천동리 산 17-1,20210330
